ISIN NUMBER,NAME OF COMPANY,EXCHANGEID,SYMBOL,SERIES
INE322A01010,NSE:GILLETTE,1576,GILLETTE,EQ
INE0EK901012,NSE:TARC,1586,TARC,BE
INE009A01021,NSE:INFY,1594,INFY,EQ
INE177A01018,NSE:INGERRAND,1597,INGERRAND,EQ
INE0APB01024,NSE:MGEL,1598,MGEL,BE
INE925Y01036,NSE:GODHA,1610,GODHA,BE
INE0DNW01011,NSE:FAIRCHEMOR,1614,FAIRCHEMOR,EQ
INE672A01018,NSE:TATAINVEST,1621,TATAINVEST,EQ
INE242A01010,NSE:IOC,1624,IOC,EQ
INE473A01011,NSE:LINDEINDIA,1627,LINDEINDIA,EQ
INE495P01012,NSE:BECTORFOOD,1628,BECTORFOOD,EQ
INE570A01022,NSE:IONEXCHANG,1630,IONEXCHANG,EQ
INE571A01038,NSE:IPCALAB,1633,IPCALAB,EQ
IN1720200113,NSE:657HP30,1644,657HP30,SG
IN1220200183,NSE:66AS30A,1645,66AS30A,SG
IN1420200215,NSE:658GA30A,1646,658GA30A,SG
IN1720200121,NSE:657HP30A,1647,657HP30A,SG
IN3320200204,NSE:66UP30A,1649,66UP30A,SG
IN1920200517,NSE:651KA30B,1650,651KA30B,SG
IN1920200525,NSE:663KA34,1651,663KA34,SG
IN3120200321,NSE:663TN35,1652,663TN35,SG
IN4520200267,NSE:669TS40,1655,669TS40,SG
INE154A01025,NSE:ITC,1660,ITC,EQ
INE209A01019,NSE:ATFL,1663,ATFL,EQ
INE926X01010,NSE:HGINFRA,1672,HGINFRA,EQ
INE248A01017,NSE:ITI,1675,ITI,EQ
IN3320200212,NSE:662UP30,1695,662UP30,SG
IN1420200223,NSE:541GA25,1697,541GA25,SG
IN2920200531,NSE:532RJ25,1700,532RJ25,SG
IN3520200087,NSE:588CG26,1703,588CG26,SG
INE571B01036,NSE:JAYBARMARU,1708,JAYBARMARU,EQ
IN2020200233,NSE:617KL27,1709,617KL27,SG
IN2420200080,NSE:66ML30A,1712,66ML30A,SG
IN2920200549,NSE:66RJ30C,1715,66RJ30C,SG
INE364A01020,NSE:JAYSREETEA,1720,JAYSREETEA,EQ
IN3420200187,NSE:66WB30,1721,66WB30,SG
INE572A01036,NSE:JBCHEPHARM,1726,JBCHEPHARM,EQ
IN1920200533,NSE:651KA30C,1727,651KA30C,SG
IN3820200050,NSE:664PY32,1730,664PY32,SG
IN1920200541,NSE:662KA32A,1733,662KA32A,SG
IN3220200049,NSE:665TR35,1738,665TR35,SG
IN1020200508,NSE:665AP36,1739,665AP36,SG
IN4520200275,NSE:665TS40,1742,665TS40,SG
IN1020200516,NSE:665AP40,1745,665AP40,SG
INE197D01010,NSE:JINDALPOLY,1756,JINDALPOLY,EQ
IN2820200177,NSE:665PN50A,1757,665PN50A,SG
INE557F07157,NSE:868NHB29,1758,868NHB29,N3
INE557F07165,NSE:865NHB34,1761,865NHB34,N4
INE557F07181,NSE:893NHB29,1765,893NHB29,N6
INE557F07199,NSE:890NHB34,1767,890NHB34,N7
INE694E01014,NSE:KANPRPLA,1782,KANPRPLA,EQ
INE01BK01022,NSE:AWHCL,1797,AWHCL,EQ
INE197A01024,NSE:JYOTISTRUC,1802,JYOTISTRUC,EQ
INE900B01029,NSE:KABRAEXTRU,1805,KABRAEXTRU,EQ
INE217B01036,NSE:KAJARIACER,1808,KAJARIACER,EQ
INE437B01014,NSE:KAKATCEM,1811,KAKATCEM,EQ
INE220B01022,NSE:KPIL,1814,KPIL,EQ
IN1220200191,NSE:532AS26,1821,532AS26,SG
IN2920200556,NSE:582RJ27,1824,582RJ27,SG
INE967C01018,NSE:KAMATHOTEL,1826,KAMATHOTEL,EQ
IN1520200248,NSE:645GJ30A,1827,645GJ30A,SG
IN1420200231,NSE:658GA31,1830,658GA31,SG
IN2320200073,NSE:663MN31,1833,663MN31,SG
INE138C01024,NSE:KANORICHEM,1835,KANORICHEM,EQ
IN2920200564,NSE:659RJ31,1836,659RJ31,SG
INE036D01028,NSE:KARURVYSYA,1838,KARURVYSYA,EQ
IN3120200339,NSE:653TN31,1839,653TN31,SG
INE805C01028,NSE:KCP,1841,KCP,EQ
IN3320200220,NSE:66UP31,1842,66UP31,SG
IN3620200078,NSE:66UK31,1854,66UK31,SG
INE087A01019,NSE:KESORAMIND,1859,KESORAMIND,EQ
IN3720200044,NSE:666JH34,1860,666JH34,SG
IN4920200131,NSE:664JK36,1863,664JK36,SG
IN1020200524,NSE:664AP39,1866,664AP39,SG
IN1020200532,NSE:665AP41,1871,665AP41,SG
IN4520200283,NSE:664TS51,1872,664TS51,SG
INE482D01024,NSE:CARYSIL,1879,CARYSIL,EQ
IN1320200117,NSE:572BR26,1886,572BR26,SG
IN3520200095,NSE:597CG27,1887,597CG27,SG
IN3020200041,NSE:664SK31,1888,664SK31,SG
IN3120200347,NSE:657TN31,1890,657TN31,SG
IN3320200238,NSE:661UP31,1891,661UP31,SG
IN2920200572,NSE:661RJ31,1896,661RJ31,SG
IN2520200089,NSE:664MZ32,1899,664MZ32,SG
INE298A01020,NSE:CUMMINSIND,1901,CUMMINSIND,EQ
IN3420200195,NSE:663WB41,1902,663WB41,SG
IN1020200540,NSE:663AP37,1905,663AP37,SG
IN2820200185,NSE:663PN51,1910,663PN51,SG
INE082A01010,NSE:KOPRAN,1919,KOPRAN,EQ
IN0020200377,NSE:SGBJAN29IX,1920,SGBJAN29IX,GB
INE237A01028,NSE:KOTAKBANK,1922,KOTAKBANK,EQ
INF740KA1EU7,NSE:LIQUIDETF,1927,LIQUIDETF,EQ
INE658T01017,NSE:WEALTH,1933,WEALTH,BE
IN1320200133,NSE:582BR26,1936,582BR26,SG
IN3320200253,NSE:662UP31,1938,662UP31,SG
IN1420200256,NSE:662GA31,1939,662GA31,SG
IN2420200106,NSE:663ML31,1940,663ML31,SG
IN1920200582,NSE:661KA33,1944,661KA33,SG
IN3420200211,NSE:661WB36,1947,661WB36,SG
INE999A01023,NSE:KSB,1949,KSB,EQ
IN1920200574,NSE:66KA37,1950,66KA37,SG
IN2120200232,NSE:661MP37,1953,661MP37,SG
IN4520200309,NSE:662TS41,1959,662TS41,SG
INE849A01020,NSE:TRENT,1964,TRENT,EQ
INE269B01029,NSE:LAXMIMACH,1979,LAXMIMACH,EQ
INE053F07728,NSE:863IRFC29,1991,863IRFC29,NC
INE115A01026,NSE:LICHSGFIN,1997,LICHSGFIN,EQ
INE053F07744,NSE:888IRFC29,1999,888IRFC29,NE
IN0020200385,NSE:SGBJAN29X,2003,SGBJAN29X,GB
INE00PV01013,NSE:AHLADA,2007,AHLADA,BE
IN2920200580,NSE:539RJ25,2011,539RJ25,SG
IN3820200068,NSE:546PY25,2012,546PY25,SG
IN3520200103,NSE:61CG27,2013,61CG27,SG
IN1520200255,NSE:657GJ31,2014,657GJ31,SG
IN2920200598,NSE:661RJ31A,2016,661RJ31A,SG
IN4520200317,NSE:661TS51,2017,661TS51,SG
INE162B01018,NSE:LUMAXIND,2018,LUMAXIND,EQ
IN1620200130,NSE:662HR41,2019,662HR41,SG
IN2920200606,NSE:662RJ41,2020,662RJ41,SG
IN1720200139,NSE:663HP31,2021,663HP31,SG
IN3420200229,NSE:663WB31,2022,663WB31,SG
IN1720200147,NSE:663HP33,2023,663HP33,SG
IN3320200261,NSE:664UP31,2024,664UP31,SG
INE933A01014,NSE:LYKALABS,2028,LYKALABS,EQ
INE053F01010,NSE:IRFC,2029,IRFC,EQ
INE101A01026,NSE:M&M,2031,M&M,EQ
INE331A01037,NSE:RAMCOCEM,2043,RAMCOCEM,EQ
INE09VQ01012,NSE:INDIGOPNTS,2048,INDIGOPNTS,EQ
INE178A01016,NSE:CHENNPETRO,2049,CHENNPETRO,EQ
INE481N01025,NSE:HOMEFIRST,2056,HOMEFIRST,EQ
IN1320200141,NSE:689BR28,2065,689BR28,SG
IN2920200614,NSE:645RJ27,2071,645RJ27,SG
INE825A01020,NSE:VTL,2073,VTL,EQ
IN4920200149,NSE:699JK31,2074,699JK31,SG
IN1420200264,NSE:685GA31,2077,685GA31,SG
IN2320200081,NSE:688MN31,2078,688MN31,SG
IN2920200622,NSE:685RJ31,2079,685RJ31,SG
IN3320200279,NSE:688UP31,2080,688UP31,SG
IN1020200557,NSE:69AP32,2081,69AP32,SG
INE288A01013,NSE:MAHSCOOTER,2085,MAHSCOOTER,EQ
IN1020200565,NSE:689AP35,2086,689AP35,SG
INE271B01025,NSE:MAHSEAMLES,2088,MAHSEAMLES,EQ
IN2920200630,NSE:688RJ46,2089,688RJ46,SG
IN3420200237,NSE:689WB41,2092,689WB41,SG
IN4520200325,NSE:686TS41,2095,686TS41,SG
IN1020200573,NSE:687AP37,2096,687AP37,SG
IN3120200354,NSE:685TN51,2097,685TN51,SG
INE347A01017,NSE:MANGLMCEM,2106,MANGLMCEM,EQ
INE00IN01015,NSE:STOVEKRAFT,2107,STOVEKRAFT,EQ
INE882A01013,NSE:MARALOVER,2112,MARALOVER,EQ
IN1220200258,NSE:619AS26,2123,619AS26,SG
INE759A01021,NSE:MASTEK,2124,MASTEK,EQ
IN2920200648,NSE:609RJ26,2125,609RJ26,SG
INE575Z01010,NSE:MDL,2132,MDL,SM
IN1220200266,NSE:698AS31,2134,698AS31,SG
IN2820200193,NSE:705PN31,2135,705PN31,SG
IN2920200655,NSE:695RJ31,2137,695RJ31,SG
IN3320200287,NSE:694UP31,2140,694UP31,SG
INE180A01020,NSE:MFSL,2142,MFSL,EQ
IN2520200097,NSE:704MZ33,2143,704MZ33,SG
INE171Z01026,NSE:BDL,2144,BDL,EQ
IN1620200148,NSE:698HR41,2146,698HR41,SG
IN2920200663,NSE:696RJ41,2147,696RJ41,SG
IN3420200245,NSE:697WB36,2149,697WB36,SG
IN2920200671,NSE:697RJ51,2150,697RJ51,SG
INE00KV01022,NSE:RAJMET,2168,RAJMET,EQ
INE00Y801016,NSE:AKG,2176,AKG,EQ
INE323A01026,NSE:BOSCHLTD,2181,BOSCHLTD,EQ
INE202Z01029,NSE:SUNDARMHLD,2183,SUNDARMHLD,EQ
INE854S01022,NSE:GENCON,2191,GENCON,BE
IN0020200393,NSE:SGBFEB29XI,2200,SGBFEB29XI,GB
INE0FDU25010,NSE:BIRET,2203,BIRET,RR
IN1220200274,NSE:621AS26,2224,621AS26,SG
IN4520200333,NSE:70TS51,2227,70TS51,SG
INE832A01018,NSE:MODIRUBBER,2229,MODIRUBBER,EQ
IN1520200263,NSE:693GJ31,2230,693GJ31,SG
IN1720200154,NSE:705HP35,2233,705HP35,SG
IN1720200162,NSE:702HP36,2236,702HP36,SG
IN2120200240,NSE:703MP31,2239,703MP31,SG
IN2620200070,NSE:705NL31,2242,705NL31,SG
IN2920200689,NSE:705RJ31,2245,705RJ31,SG
IN2920200697,NSE:703RJ36,2248,703RJ36,SG
IN2920200705,NSE:699RJ41,2251,699RJ41,SG
INE528S07110,NSE:888ERFL28,2252,888ERFL28,N5
INE528S07128,NSE:925ERFL28,2254,925ERFL28,N6
INE138A01028,NSE:PENINLAND,2256,PENINLAND,EQ
IN2920200713,NSE:697RJ51A,2257,697RJ51A,SG
INE083A01026,NSE:MOREPENLAB,2259,MOREPENLAB,EQ
IN3120200362,NSE:695TN31,2260,695TN31,SG
INE545U01014,NSE:BANDHANBNK,2263,BANDHANBNK,EQ
IN3320200295,NSE:708UP31,2264,708UP31,SG
IN3420200252,NSE:705WB31,2265,705WB31,SG
IN1220200282,NSE:707AS31,2266,707AS31,SG
INE861B01023,NSE:MOTOGENFIN,2268,MOTOGENFIN,EQ
INE01GN01025,NSE:IRISDOREME,2275,IRISDOREME,EQ
INE883A01011,NSE:MRF,2277,MRF,EQ
INE103A01014,NSE:MRPL,2283,MRPL,EQ
INE461D01028,NSE:HLEGLAS,2289,HLEGLAS,EQ
INE153A01019,NSE:MTNL,2294,MTNL,EQ
INE066F01020,NSE:HAL,2303,HAL,EQ
INE052T01013,NSE:BESTAGRO,2306,BESTAGRO,EQ
INE577A01027,NSE:MUNJALSHOW,2307,MUNJALSHOW,EQ
INE692B01014,NSE:MURUDCERA,2313,MURUDCERA,EQ
INE578A01017,NSE:HEIDELBERG,2316,HEIDELBERG,EQ
IN0020200401,NSE:676GS2061,2317,676GS2061,GS
INE868B01028,NSE:NCC,2319,NCC,EQ
INE103C01036,NSE:SMCGLOBAL,2320,SMCGLOBAL,EQ
INF457M01133,NSE:CPSEETF,2328,CPSEETF,EQ
INE854B01010,NSE:JAYNECOIND,2331,JAYNECOIND,EQ
INE0DSF01015,NSE:NURECA,2350,NURECA,EQ
INE278R01034,NSE:KBCGLOBAL,2360,KBCGLOBAL,BE
INE614Z01017,NSE:GIRIRAJ,2365,GIRIRAJ,SM
IN3820200076,NSE:63PY26,2372,63PY26,SG
IN1220200290,NSE:67AS27,2374,67AS27,SG
IN3520200111,NSE:708CG29,2380,708CG29,SG
IN1520200271,NSE:707GJ31,2381,707GJ31,SG
IN2220200348,NSE:708MH31,2383,708MH31,SG
IN3020200058,NSE:719SK31,2384,719SK31,SG
INE060A01024,NSE:NAVNETEDUL,2385,NAVNETEDUL,EQ
IN1420200272,NSE:72GA31,2386,72GA31,SG
IN3320200303,NSE:72UP31,2387,72UP31,SG
INE045B01015,NSE:NELCO,2388,NELCO,EQ
IN1220200308,NSE:724AS31,2389,724AS31,SG
IN3720200051,NSE:72JH35,2391,72JH35,SG
IN3220200056,NSE:734TR36,2394,734TR36,SG
IN1020200581,NSE:722AP37,2395,722AP37,SG
INE278H01035,NSE:SANDHAR,2397,SANDHAR,EQ
IN1920200590,NSE:722KA38,2398,722KA38,SG
IN1920200608,NSE:735KA39,2400,735KA39,SG
IN1920200616,NSE:735KA40,2404,735KA40,SG
INE794A01010,NSE:NEULANDLAB,2406,NEULANDLAB,EQ
IN1620200155,NSE:718HR41,2407,718HR41,SG
INE140A01024,NSE:PEL,2412,PEL,EQ
IN2920200721,NSE:722RJ41,2413,722RJ41,SG
IN3420200260,NSE:723WB41,2414,723WB41,SG
INE310A01015,NSE:NILKAMAL,2421,NILKAMAL,EQ
INE0DD101019,NSE:RAILTEL,2431,RAILTEL,EQ
INF204KA1LD7,NSE:CONSUMBEES,2435,CONSUMBEES,EQ
INE542C01019,NSE:NKIND,2439,NKIND,EQ
INE163A01018,NSE:NOCIL,2442,NOCIL,EQ
INE660C01027,NSE:CENTRUM,2454,CENTRUM,EQ
INE099Z01011,NSE:MIDHANI,2463,MIDHANI,EQ
INE213A01029,NSE:ONGC,2475,ONGC,EQ
INE229A01017,NSE:ONWARDTEC,2481,ONWARDTEC,EQ
INE763G01038,NSE:ISEC,2489,ISEC,EQ
INE01II01013,NSE:SILGO,2492,SILGO,EQ
INE750A01020,NSE:ORIENTHOT,2493,ORIENTHOT,EQ
INE592A01026,NSE:ORIENTPPR,2496,ORIENTPPR,EQ
INE412G01024,NSE:BCLIND,2513,BCLIND,EQ
INE142A01012,NSE:OSWALAGRO,2514,OSWALAGRO,EQ
INE340Z01019,NSE:CONTI,2532,CONTI,ST
INE179A01014,NSE:PGHH,2535,PGHH,EQ
IN2020200266,NSE:702KL28,2537,702KL28,SG
IN1620200163,NSE:702HR29,2539,702HR29,SG
IN2220200355,NSE:704MH29,2542,704MH29,SG
IN2920200739,NSE:715RJ31,2545,715RJ31,SG
IN1220200332,NSE:717AS31,2548,717AS31,SG
IN2420200114,NSE:717ML31,2551,717ML31,SG
IN3320200311,NSE:719UP31,2552,719UP31,SG
IN2820200201,NSE:723PN31,2557,723PN31,SG
IN2920200747,NSE:724RJ36,2560,724RJ36,SG
INE275B01026,NSE:HUHTAMAKI,2562,HUHTAMAKI,EQ
IN4920200156,NSE:724JK36,2563,724JK36,SG
IN1920200624,NSE:729KA36,2566,729KA36,SG
IN1920200632,NSE:729KA37,2575,729KA37,SG
IN1920200640,NSE:722KA38A,2578,722KA38A,SG
IN4520200341,NSE:725TS41,2581,725TS41,SG
IN2920200754,NSE:72RJ46,2584,72RJ46,SG
INE06ZX01015,NSE:PARTYCRUS,2599,PARTYCRUS,SM
INE970X01018,NSE:LEMONTREE,2606,LEMONTREE,EQ
INE844A01013,NSE:PEARLPOLY,2610,PEARLPOLY,EQ
INE694N01015,NSE:HERANBA,2614,HERANBA,EQ
INE497B01018,NSE:SEAMECLTD,2616,SEAMECLTD,EQ
INF174KA1GC5,NSE:IT,2627,IT,EQ
INF204KA1MS3,NSE:DIVOPPBEES,2636,DIVOPPBEES,EQ
INE182A01018,NSE:PFIZER,2643,PFIZER,EQ
INE602A01031,NSE:PCBL,2649,PCBL,EQ
INE03RS01027,NSE:DRCSYSTEMS,2651,DRCSYSTEMS,BE
IN1920200673,NSE:729KA39,2656,729KA39,SG
IN3420200278,NSE:725WB41,2657,725WB41,SG
IN4520200358,NSE:72TS51,2659,72TS51,SG
INE318A01026,NSE:PIDILITIND,2664,PIDILITIND,EQ
IN2920200770,NSE:593RJ25,2665,593RJ25,SG
INE709Z01015,NSE:VERA,2666,VERA,SM
IN2820200219,NSE:702PN28,2668,702PN28,SG
IN2220200363,NSE:702MH29,2670,702MH29,SG
IN1520200289,NSE:708GJ31,2671,708GJ31,SG
IN2920200788,NSE:713RJ31,2673,713RJ31,SG
IN3320200329,NSE:717UP31,2676,717UP31,SG
IN2320200099,NSE:718MN31,2679,718MN31,SG
IN3020200066,NSE:718SK31,2681,718SK31,SG
IN2520200105,NSE:727MZ33,2683,727MZ33,SG
INE633B01018,NSE:POLYPLEX,2687,POLYPLEX,EQ
IN3720200069,NSE:728JH36,2688,728JH36,SG
IN3220200064,NSE:729TR36,2690,729TR36,SG
IN1920200657,NSE:724KA37,2691,724KA37,SG
IN1920200665,NSE:724KA38,2693,724KA38,SG
INE074A01025,NSE:PRAJIND,2705,PRAJIND,EQ
INE603A01013,NSE:PRAKASH,2708,PRAKASH,EQ
INE864I01014,NSE:MTARTECH,2709,MTARTECH,EQ
INE295F01017,NSE:BUTTERFLY,2716,BUTTERFLY,EQ
INE372C01037,NSE:PRECWIRE,2717,PRECWIRE,EQ
IN1520200297,NSE:711GJ31,2721,711GJ31,SG
IN1320200158,NSE:664BR25,2724,664BR25,SG
IN2120200273,NSE:669MP25,2730,669MP25,SG
IN1220200340,NSE:643AS26,2733,643AS26,SG
IN1920200681,NSE:699KA28,2735,699KA28,SG
INE010A01011,NSE:PRSMJOHNSN,2739,PRSMJOHNSN,EQ
IN3520200129,NSE:706CG29,2740,706CG29,SG
IN1620200171,NSE:714HR31,2743,714HR31,SG
IN2920200796,NSE:715RJ31A,2744,715RJ31A,SG
IN1420200280,NSE:716GA31,2746,716GA31,SG
IN2420200122,NSE:716ML31,2756,716ML31,SG
IN3320200337,NSE:716UP31,2759,716UP31,SG
IN3420200286,NSE:719WB36,2762,719WB36,SG
IN1920200699,NSE:719KA39,2768,719KA39,SG
IN1920200707,NSE:719KA40,2771,719KA40,SG
INE0BY001018,NSE:JUBLINGREA,2783,JUBLINGREA,EQ
INE07O001026,NSE:EASEMYTRIP,2792,EASEMYTRIP,EQ
INE611A01016,NSE:RSWM,2794,RSWM,EQ
INE783X01023,NSE:CHEMFAB,2799,CHEMFAB,EQ
INE562B01019,NSE:RAJSREESUG,2809,RAJSREESUG,EQ
IN0020200427,NSE:SGBMR29XII,2810,SGBMR29XII,GB
INE613A01020,NSE:RALLIS,2816,RALLIS,EQ
INE006Z01016,NSE:ARVEE,2820,ARVEE,BE
INE930P01018,NSE:ANURAS,2829,ANURAS,EQ
INE625B01014,NSE:RANASUG,2837,RANASUG,EQ
INE961Y01015,NSE:MAHICKRA,2839,MAHICKRA,SM
INE576O01020,NSE:LXCHEM,2841,LXCHEM,EQ
INE384A01010,NSE:RANEHOLDIN,2844,RANEHOLDIN,EQ
INE00LO01017,NSE:CRAFTSMAN,2854,CRAFTSMAN,EQ
INE301A01014,NSE:RAYMOND,2859,RAYMOND,EQ
INE027A01015,NSE:RCF,2866,RCF,EQ
INE106T01025,NSE:HITECH,2868,HITECH,EQ
INE530B08094,NSE:10IIFL28A,2871,10IIFL28A,NE
INE530B08102,NSE:96IIFL28A,2877,96IIFL28A,NF
INE530B08110,NSE:IIFLZC28,2883,IIFLZC28,NG
INE002A01018,NSE:RELIANCE,2885,RELIANCE,EQ
IN0020180033,NSE:SGBMAY26,2891,SGBMAY26,GB
INE790Z23019,NSE:INDINFR,2892,INDINFR,IV
IN2020200290,NSE:672KL27,2901,672KL27,SG
IN3520200137,NSE:694CG29,2907,694CG29,SG
INE209B01025,NSE:RICOAUTO,2909,RICOAUTO,EQ
IN1420200298,NSE:685GA31A,2910,685GA31A,SG
INE046A01015,NSE:RIIL,2912,RIIL,EQ
IN3020200074,NSE:693SK31,2913,693SK31,SG
IN3720200077,NSE:686JH36,2916,686JH36,SG
IN3620200086,NSE:684UK31,2919,684UK31,SG
IN1120200044,NSE:685AR31,2922,685AR31,SG
IN3420200294,NSE:683WB31,2925,683WB31,SG
IN1520200305,NSE:684GJ31,2928,684GJ31,SG
IN1220200365,NSE:685AS31,2930,685AS31,SG
INE020B07ID2,NSE:863REC29,2933,863REC29,NC
INE020B07IE0,NSE:861REC34,2935,861REC34,ND
IN2420200130,NSE:685ML31,2937,685ML31,SG
INE301D01026,NSE:RUBYMILLS,2939,RUBYMILLS,EQ
IN2820200235,NSE:686PN33,2940,686PN33,SG
IN3820200084,NSE:686PY34,2943,686PY34,SG
INE020B07IG5,NSE:888REC29,2947,888REC29,NF
INE020B07IH3,NSE:886REC34,2953,886REC34,NG
INE303R01014,NSE:KALYANKJIL,2955,KALYANKJIL,EQ
INE114A01011,NSE:SAIL,2963,SAIL,EQ
INE623A01011,NSE:SAKHTISUG,2969,SAKHTISUG,EQ
INE428Q01011,NSE:SURYODAY,2970,SURYODAY,EQ
INE142Z01019,NSE:ORIENTELEC,2972,ORIENTELEC,EQ
INE749B01020,NSE:ORTINLAB,2979,ORTINLAB,EQ
INE418L01021,NSE:NAZARA,2987,NAZARA,EQ
INE583B01015,NSE:SANDESH,2988,SANDESH,EQ
INE999B01013,NSE:SANGHIIND,2997,SANGHIIND,EQ
INE018401013,NSE:SUVIDHAA,2998,SUVIDHAA,EQ
INF109KC1V59,NSE:BSE500IETF,3001,BSE500IETF,EQ
INE066O01014,NSE:WONDERLA,3002,WONDERLA,EQ
INE080B01012,NSE:KOHINOOR,3009,KOHINOOR,EQ
INF846K01Y96,NSE:AXISTECETF,3010,AXISTECETF,EQ
INE626A01014,NSE:SAURASHCEM,3018,SAURASHCEM,EQ
INE035D01020,NSE:SOTL,3021,SOTL,EQ
INF204KC1022,NSE:SDL26BEES,3022,SDL26BEES,EQ
INE324A01024,NSE:JINDALSAW,3024,JINDALSAW,EQ
INE062A01020,NSE:SBIN,3045,SBIN,EQ
INE109A01011,NSE:SCI,3048,SCI,EQ
IN1520200321,NSE:588GJ25,3049,588GJ25,SG
IN1520200339,NSE:618GJ26,3058,618GJ26,SG
IN1520200347,NSE:658GJ27,3061,658GJ27,SG
INE205A01025,NSE:VEDL,3063,VEDL,EQ
IN1520200354,NSE:69GJ30,3064,69GJ30,SG
INE630A01024,NSE:SESHAPAPER,3066,SESHAPAPER,EQ
IN3620200094,NSE:68UK31,3067,68UK31,SG
IN2020200308,NSE:68KL31,3070,68KL31,SG
IN4920200164,NSE:684JK31,3073,684JK31,SG
IN1420200306,NSE:684GA31,3076,684GA31,SG
IN2020200316,NSE:682KL32,3077,682KL32,SG
INE631A01022,NSE:SHANTIGEAR,3078,SHANTIGEAR,EQ
IN3820200092,NSE:698PY33,3079,698PY33,SG
IN3720200085,NSE:682JH34,3082,682JH34,SG
IN2020200324,NSE:682KL35,3083,682KL35,SG
IN2820200243,NSE:682PN36,3085,682PN36,SG
INE896L01010,NSE:INDOSTAR,3088,INDOSTAR,EQ
IN3420200302,NSE:699WB36,3089,699WB36,SG
INE232A01011,NSE:SHREDIGCEM,3099,SHREDIGCEM,EQ
INE070A01015,NSE:SHREECEM,3103,SHREECEM,EQ
INF200KA1U85,NSE:SFMP41DD,3105,SFMP41DD,MF
INF200KA1U69,NSE:SFMP41DR,3106,SFMP41DR,MF
INF200KA1U77,NSE:SFMP41GD,3107,SFMP41GD,MF
INF200KA1U51,NSE:SFMP41GR,3109,SFMP41GR,MF
INE231C01019,NSE:SHREYANIND,3126,SHREYANIND,EQ
INE382M01027,NSE:BARBEQUE,3127,BARBEQUE,EQ
INE757B01015,NSE:SHREYAS,3129,SHREYAS,EQ
INE634A01018,NSE:HONDAPOWER,3138,HONDAPOWER,EQ
INE0A1E01018,NSE:SIDDHIKA,3148,SIDDHIKA,SM
INE666D01022,NSE:BORORENEW,3149,BORORENEW,EQ
INE003A01024,NSE:SIEMENS,3150,SIEMENS,EQ
INF200KA1V27,NSE:SFMP42DD,3157,SFMP42DD,MF
INF200KA1V01,NSE:SFMP42DR,3160,SFMP42DR,MF
INE059B01024,NSE:SIMPLEXINF,3162,SIMPLEXINF,EQ
INF200KA1V19,NSE:SFMP42GD,3163,SFMP42GD,MF
INF200KA1U93,NSE:SFMP42GR,3166,SFMP42GR,MF
INF204KC1030,NSE:GILT5YBEES,3172,GILT5YBEES,EQ
INE640A01023,NSE:SKFINDIA,3186,SKFINDIA,EQ
INE0GXK01018,NSE:VMARCIND,3188,VMARCIND,SM
IN2920210019,NSE:594RJ25,3194,594RJ25,SG
IN2920210027,NSE:675RJ31,3195,675RJ31,SG
IN1020210010,NSE:678AP38,3196,678AP38,SG
IN1020210028,NSE:678AP39,3200,678AP39,SG
IN0020210012,NSE:563GS2026,3202,563GS2026,GS
IN0020210020,NSE:664GS2035,3204,664GS2035,GS
INE670K01029,NSE:LODHA,3220,LODHA,EQ
INE643A01035,NSE:JTEKTINDIA,3237,JTEKTINDIA,EQ
IN2420210014,NSE:682ML31,3238,682ML31,SG
IN2920210035,NSE:678RJ31,3241,678RJ31,SG
IN4920210015,NSE:678JK33,3244,678JK33,SG
INE439T01012,NSE:NITIRAJ,3247,NITIRAJ,EQ
INE147A01011,NSE:SPIC,3252,SPIC,EQ
IN1120210019,NSE:684AR31,3257,684AR31,SG
IN2920210043,NSE:682RJ31,3259,682RJ31,SG
IN2620210012,NSE:685NL31,3265,685NL31,SG
IN4520210019,NSE:689TS51,3266,689TS51,SG
INE647A01010,NSE:SRF,3273,SRF,EQ
INE869Y01010,NSE:TEMBO,3275,TEMBO,EQ
INE733A01018,NSE:STARPAPER,3291,STARPAPER,EQ
INE0FHS01024,NSE:DEEPINDS,3292,DEEPINDS,EQ
IN2320210015,NSE:678MN31,3304,678MN31,SG
INE737D01021,NSE:MODISONLTD,3316,MODISONLTD,EQ
INE287B01021,NSE:SUBROS,3324,SUBROS,EQ
INE659A01023,NSE:SUDARSCHEM,3327,SUDARSCHEM,EQ
INE858B01029,NSE:ISGEC,3329,ISGEC,EQ
INE660A01013,NSE:SUNDARMFIN,3339,SUNDARMFIN,EQ
INE387A01021,NSE:SUNDRMFAST,3345,SUNDRMFAST,EQ
INE947A01014,NSE:SUNFLAG,3348,SUNFLAG,EQ
INE044A01036,NSE:SUNPHARMA,3351,SUNPHARMA,EQ
INF200KA1V68,NSE:SFMP43DD,3354,SFMP43DD,MF
INF200KA1V43,NSE:SFMP43DR,3355,SFMP43DR,MF
INE662A01027,NSE:SUPERSPIN,3357,SUPERSPIN,EQ
INF200KA1V50,NSE:SFMP43GD,3358,SFMP43GD,MF
INF200KA1V35,NSE:SFMP43GR,3361,SFMP43GR,MF
INE195A01028,NSE:SUPREMEIND,3363,SUPREMEIND,EQ
IN3120210015,NSE:677TN31,3364,677TN31,SG
IN2920210050,NSE:678RJ31A,3373,678RJ31A,SG
INE335A01020,NSE:SURYAROSNI,3375,SURYAROSNI,EQ
IN2220210016,NSE:682MH32,3376,682MH32,SG
